protein.group	BY	RM	1_1_d	1_3_d	1_4_d	1_5_c	2_2_d	2_3_d	2_4_a	2_5_d	3_1_d	3_3_d	3_4_d	3_5_d	4_1_c	4_3_d	4_4_d	5_1_d	5_2_d	5_3_d	5_4_d	5_5_d	6_1_d	6_2_b	6_3_c	6_4_d	6_5_d	6_6_d	6_7_d	7_1_d	7_2_c	7_3_d	7_4_c	7_5_d	7_6_c	7_7_c	7_8_d	8_1_a	8_2_d	8_3_a	8_4_c	8_5_b	8_6_c	8_7_b	9_1_d	9_2_d	9_3_d	9_4_d	9_5_d	9_6_d	9_7_d	10_1_c	10_2_d	10_3_c	10_4_d	11_1_a	11_2_d	11_3_b	12_1_d	12_2_b	13_1_a	13_2_c	13_3_b	13_4_a	13_5_c	14_1_b	14_2_c	14_5_b	14_6_d	14_7_c	15_2_d	15_3_b	15_5_b	16_1_d	17_1_a	17_2_d	17_4_a	17_5_b	18_1_d	18_2_d	18_3_d	19_1_c	19_5_b	20_1_d	20_2_d	20_3_c	20_4_c	20_5_d	21_1_d	21_3_d	21_4_d	21_5_c	22_1_d	22_2_d	22_3_b	22_4_d	22_5_d	23_3_d	23_4_d	23_5_d	24_1_d	25_1_d	25_3_d	25_4_d	26_1_d	26_2_d	26_3_d
"[orf_trans_mod] UTR2/YEL040W SGDID:S000000766, Chr V from 78053-79456, Verified ORF, ""Cell wall protein that functions in the transfer of chitin to beta(1-6)glucan; putative chitin transglycosidase; glycosylphosphatidylinositol (GPI)-anchored protein localized to the bud neck; has a role in cell wall maintenance"""	949245.23555	2011659.571	358125.9948	5113102.619766667	1043876.65205	1156650.7393	633920.1337	1820199.8412	NA	1294077.0299250002	919902.603575	1566935.680525	5876195.70835	1350584.979475	NA	1271289.123975	5299382.92545	4007681.26275	1251210.008275	976715.500225	507920.873775	1041691.128075	1105170.6073500002	1095121.9337	814605.75115	3545997.8754	817555.4789999998	740519.4538499998	1841280.13665	1290076.49265	1933427.632225	925310.49885	820874.287425	NA	1529283.601025	1441518.625725	1382775.3676250002	NA	749817.3374	1019469.8267	1238499.818725	1029114.10135	878720.8745500002	1247126.2412	756123.3562500002	NA	3108574.2141	NA	1182930.687725	NA	1027177.92245	NA	608579.1672499999	747411.1712	961991.1538749998	1241485.31355	1158751.28935	1548262.3239249997	NA	1160419.52555	3130725.606700001	4888242.6815249985	1452489.2162499996	2894419.86205	1054999.8562333332	NA	950760.16325	1126241.3084	NA	NA	1778213.1250333332	1063167.6274	NA	866860.059675	1690710.0867	1634934.679425	1355828.333575	1108733.7325	1272724.35775	2062703.1	NA	573588.7296000001	145605.8445	276762.51900000003	500671.3129	304136.215875	383263.0548	47170.6296	NA	605423.757025	711993.916	826444.533775	1418346.06365	730726.0406	841386.8688333333	1142473.3288000005	829045.58435	699916.8664	1011451.03055	581605.2777499999	615348.8199	2169314.6565	2883557.836925	1311997.930725	1013633.4147	1358456.6685	4361110.3358
"[orf_trans_mod] GDA1/YEL042W SGDID:S000000768, Chr V from 73771-75327, Verified ORF, ""Guanosine diphosphatase located in the Golgi, involved in the transport of GDP-mannose into the Golgi lumen by converting GDP to GMP after mannose is transferred its substrate"""	1061767.80745	875602.384475	1148403.2136	NA	847356.1682666667	1049065.35525	845550.30745	838722.096275	853925.9183	NA	786771.34115	474949.692275	NA	638603.4557	NA	787119.3665	487304.37125	NA	885749.971775	738280.0317666667	NA	803043.5211666669	466352.1863666666	542755.8116	749489.5271000002	494514.36836666655	726923.5139	795993.9658	899912.305625	670341.1495	387435.8569	471563.4485	565697.5051	612104.0689	934464.40255	882971.6692	689393.1021	NA	639909.2615	852014.7986	711441.9834749999	1593353.394675	NA	1870960.136475	1685416.1405	503767.3031	2027088.0941	824226.8764500002	785811.3942	NA	645432.72945	NA	499949.91015	519289.8323	530383.0145333335	1042943.2848	940902.91665	457960.5153	NA	772063.1957500002	NA	NA	808665.02535	814992.2476	1215465.6712	789196.5582	595072.09205	585000.6199666667	369262.1048	NA	784085.0135666665	891448.1456333331	NA	527781.5251666666	NA	736634.60015	644980.5818	411252.1237	992095.586	445453.9647	652909.7749	NA	NA	NA	NA	NA	738353.3078	NA	NA	NA	NA	713678.4650999998	NA	NA	NA	662559.6284	257379.3179	417616.724	250853.2483	NA	NA	NA	NA	544688.10155	NA	533235.16845	NA
"[orf_trans_mod] YEL043W/YEL043W SGDID:S000000769, Chr V from 70478-73348, Verified ORF, ""Predicted cytoskeleton protein involved in intracellular signalling based on quantitative analysis of protein-protein interaction maps; may interact with ribosomes, based on co-purification studies; contains fibronectin type III domain fold"""	1590768.4693	2002950.7537857143	1689055.8125	1454047.0498	1700635.8646333332	1732750.1231333334	1885865.681475	1871837.016775	1753810.759175	1753969.371975	10555929.54605	1978148.214625	1258868.2635	1295621.8783666666	1626160.842	15138545.398849998	13688642.337125	1707476.41905	5706644.436799998	12028527.6675	8830618.7077	9581065.49125	6554786.617474998	2049999.6633	14935023.696775	1859343.207925	16271902.6495	19416013.213575	17407254.300675	17891100.29465	1337237.8306	25957754.41925	1570697.806725	2023214.7763	1674871.0773999996	20678902.54895	23533708.37413333	1001027.32685	2151290.531975	1171881.8723	2560410.1377333333	1030009.59815	663717.5928	1014155.868625	1194550.15095	739068.6419	783505.95905	762467.1466	805103.5492666665	941702.4194	1373477.3024333334	1088418.312725	926032.4319	932521.3193	778646.8532	1801689.218733333	1409103.4324	1595512.09945	1462955.993675	1638420.542025	1006673.20525	1353290.7677666666	1592270.75515	1070309.82005	1431655.9611749996	1544252.052025	2060004.320925	671401.7614500001	979224.7913	1337150.94795	971661.0023	1576495.57645	899654.6828000002	NA	1368880.0073	1181803.3233	1491655.7422	2138252.4232	1554564.1320666661	1579254.30295	1857870.7521666668	1934692.0542666668	3872189.56085	4755795.41715	5505103.321075	8525820.938299999	6697129.597200002	3658735.500425	5098551.075475	9105800.723575	6362148.003225	11859790.22885	15184590.741175	14376364.078250002	16100088.517775	13777627.7657	10153971.225775	8335852.4512	14648868.51125	13175922.0716	8197588.352724999	23677447.7162	11920539.9023	16796992.342625	9626377.59735	9636117.000025	1899257.094525
"[orf_trans_mod] GLY1/YEL046C SGDID:S000000772, Chr V from 68792-67629, reverse complement, Verified ORF, ""Threonine aldolase, catalyzes the cleavage of L-allo-threonine and L-threonine to glycine; involved in glycine biosynthesis"""	1950832.9391700001	1900220.7150700002	1760717.0057	3844614.2689	3066089.66575	2551425.825975	2449386.68155	2291740.62035	3931351.22915	2193434.2615	2053426.962275	2899504.603275	5482056.3759	2761120.33005	4984949.697	3317699.4075	3882115.1209	6413916.36175	3667623.56285	1923747.65065	2681880.758275	2280676.696775	2650634.12215	2233794.52165	2340045.481575	3233111.8746	2659439.47735	2414429.848375	2939387.506	2816643.13055	1828945.8718	2784192.91075	1953083.090025	3495438.448475	2476878.434875	3972475.040175	2454632.382925	4761492.1166	1747315.0358000004	2953777.904575	2024000.609	2718335.64315	3738814.77165	2239925.42865	1724877.4661499998	3031002.729825	2992266.920675	4161091.461475	2032055.970875	3830387.842925	2282102.624775	5331615.8435	2183716.746375	1392820.1234499998	1798805.109875	2365138.092625	1636193.7723	2548930.897275	6779420.790825	2684146.18555	3583845.66115	6689273.562375	2084847.413325	3239567.7747	2486484.091575	4751261.3125	2410584.988225	1427651.4336	4694916.475525	5051671.474775	2048994.410725	2106616.715775	5262785.949175	2828757.2454	7027498.435575	2972452.5705500008	2304965.611175	2317341.70515	2443789.3664	2615803.9009	2439250.8283	1115768.6579333332	1076553.4832	1316923.74795	2388558.1118	1112175.3404	1068440.136175	1117997.568775	2312407.7903	1870396.25615	4007403.039875	2002086.789325	1733920.834325	3066106.33445	2971875.291725	2143272.41325	5600912.7882	1891062.9269	4700010.1108	2836329.9726	3400914.9321	4502469.1008750005	4292558.966725	2054424.907625	7434321.253175002	4444403.18725	3790451.92855
"[orf_trans_mod] YEL047C/YEL047C SGDID:S000000773, Chr V from 66797-65385, reverse complement, Verified ORF, ""Soluble fumarate reductase, required with isoenzyme Osm1p for anaerobic growth; may interact with ribosomes, based on co-purification experiments; authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies"""	1183566.83072	1011037.6629699995	1374513.5776250002	589603.4028333335	593500.68	873667.8992	461391.96375	438912.6578	1079627.474025	687225.2009999999	1072292.114425	911189.362475	1161762.9722	638916.6746	1308852.52155	359840.9989	1050813.1448	1038637.6678	611180.2852	1495954.6281	732453.7003666668	747696.735075	997465.895125	818139.8216	898795.7907500002	1382685.626775	813404.14255	620997.9889	863127.186875	597967.4538	888902.8553	738076.05645	1097990.8303	1249887.1261999998	707055.90435	784319.7951666666	589405.8336499999	1519782.666425	676658.4513666666	1134732.378375	776841.5676249998	675879.062225	820719.1614999998	572426.884775	705264.771725	2181225.0972	654985.0321750001	1070830.1251	752330.00195	938495.282225	1016105.96145	1281137.448625	1151320.888025	1012719.32445	884806.89255	437576.5497	1152358.906825	779464.550825	694268.153575	956674.152125	727651.868375	1617980.589725	983924.89465	1093100.950825	973051.85705	1471871.445825	772300.3782500002	1014563.851925	1890549.22375	1139355.393075	1268363.55145	1026067.997625	987097.752875	785326.8175750001	1482156.456525	1019441.740675	1365278.96985	1385420.324575	1242204.659775	1361574.68025	1630924.4721	605384.9481	NA	NA	282308.8632	485386.57025	328799.2332	300844.7676	306982.06330000004	726710.02455	1685349.587175	1134696.518675	1128762.719025	1171380.897625	723024.211275	1436126.62605	1887193.353475	1139228.36285	1079890.70265	893684.6592999998	660076.431675	1511837.7523500002	602708.5754	861218.4312	1079556.4887	1368512.16045	1343030.545475
"[orf_trans_mod] YEL048C/YEL048C SGDID:S000000774, Chr V from 65167-64709, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function; synthetic lethal with gcs1delta"""	1845092.25531	3027818.3135599997	1175581.139675	852275.9410500001	811427.421025	762810.719025	868306.2964499998	1135915.58675	3955348.55685	1515331.2096	1408966.471575	2674030.7236	5835153.387999999	2073159.246925	7205406.923150001	569693.7442	2123258.02	1409945.0145	1095575.9102	1828978.87755	1203950.48645	1089021.7065249998	1463657.6344	1651765.3953999996	1208371.3660000002	3044841.6547250007	2059881.06665	884898.3372	969510.596475	1429802.540825	2463573.676525	1046855.490625	3527877.3553	2984830.3453	1459033.21095	1197009.65445	711007.7044749998	5150738.093975	1927159.699633333	538092.5336666667	3359082.584575	1362142.7087750002	5557502.649824998	2838534.042275	1970108.78695	2866960.495325	2546501.843075	1259203.33775	1204227.9582000002	4039646.696675	1641808.3739	2063203.361225	2784256.0954250004	3823508.122325	1469188.39815	1347864.37795	5133536.98625	1810216.193725	1504474.551175	2951253.8578500007	4698861.9200249985	1084503.56255	930863.94065	2695558.1511500003	2257585.866575	1651948.386175	3230735.974050001	1426630.046875	1630540.63245	2422253.997125	943164.778475	3098450.65825	6196729.370125	2841019.8498	1825878.211975	2281631.53715	1854598.846475	3281906.4680500007	1288565.557975	1365387.079575	5315792.267325	2519613.536875	383626.44785	1302861.5196	193239.880025	579596.2375	334974.1413333333	88576.1722	128277.115825	2538691.5055	6435869.5214249985	2584319.336175	3843906.47115	4264400.6093	6737995.58955	3405074.713375	7863827.98945	2938585.0797	1229546.93825	2101011.4294	3231339.0005	1916006.720533333	2518416.028625	4198127.743225	2491568.612625	2011185.14585	2051370.2837
"[orf_trans_mod] AFG1/YEL052W SGDID:S000000778, Chr V from 56571-58100, Verified ORF, ""Conserved protein that may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain"""	NA	1081993.154	NA	1486624.2889	NA	NA	1145979.9436333335	832754.6318	1260547.8157	NA	3055485.4945	1140066.33465	1221500.548	1312050.7886	1264775.356	5518316.740325	2494146.9642000003	1074521.6641666668	3091995.511533333	2511499.546575	2358711.571625	5358906.89185	3732748.051233333	1468530.7971	4356894.017625	NA	5219944.2990000015	4211933.051275	6017456.019175001	3312387.17485	NA	4308080.013225	NA	NA	1229191.0476	8295319.786825	3501363.78315	1078170.81775	1002906.8297	NA	1929613.9031	531781.3441	780798.1002	793689.99425	997336.68505	NA	452803.8732	556937.3565999999	NA	835122.0680333333	423603.0098	NA	NA	NA	NA	1418495.06825	NA	1443551.3123	1092773.047175	NA	NA	NA	NA	NA	553995.32	1249749.637875	1458389.238033333	NA	NA	1165990.6254	NA	1429401.076433333	904756.20745	NA	NA	NA	1968693.6316	1695902.70125	NA	NA	NA	NA	1703403.408	1207768.092325	3107036.169333333	1694628.2653	957274.8567	768230.66505	2008969.982225	3636076.565775	4193182.3719	4118941.7237	7021610.552525002	6635222.865633334	4352304.242775002	5280381.442524998	1756371.55005	4271441.7420666665	5494122.1031	5542171.448525	3162692.088725	7597681.68535	4652525.1940750005	3532836.133000001	3381918.58495	3913517.4828	NA
"[orf_trans_mod] POL5/YEL055C SGDID:S000000781, Chr V from 51539-48471, reverse complement, Verified ORF, ""DNA Polymerase phi; has sequence similarity to the human MybBP1A and weak sequence similarity to B-type DNA polymerases, not required for chromosomal DNA replication; required for the synthesis of rRNA"""	687834.3379	580198.463175	592256.227375	571424.9436	609566.3783333333	499504.014475	NA	315845.1707	274123.4258333333	NA	704523.3966999998	517463.80600000004	134705.9758	649853.1609499999	265930.21455	585282.5718749999	608545.7149333333	211681.8669333333	666216.1721249999	499683.21825	316218.1047	491586.57565	372987.38295	458857.543875	277679.23445	526822.9145750001	395615.148175	858314.6258666669	622267.4267999999	727906.864325	318209.91287500004	538814.7560333335	446069.095475	445520.5049666666	411263.5726	701922.0212	617492.0156	250681.227375	952425.67895	447624.46975	494502.2445	1001797.86795	NA	763220.6786750002	992492.076625	991470.129175	1792529.400425	936495.5875666669	764848.87885	225189.5098	438126.8242	570851.0834666665	849864.113775	750425.937225	755180.233	677436.853375	778257.8916499999	1293768.37645	604214.638925	1087955.882875	332840.3117	573581.1244000001	594059.659875	636807.569225	653600.88945	708544.276275	1689162.296366667	650324.6755750001	711306.0673	487405.03445	628486.705825	1024470.6565666669	575901.2596	801763.8017749998	468615.944575	669501.3222	622793.6915750001	559922.915575	438583.829575	526165.0758	290848.3507	263939.0795	312963.0028333333	756436.3109500002	486939.4892249999	387467.8205	1268301.974525	850727.140375	723532.3560250001	603402.4206	464070.6284	732515.7436333331	706196.9237666667	301095.22225	NA	887150.2849	848024.513875	938240.43675	791877.9301	764650.94475	158586.6371	562838.1210666667	739728.94675	1286632.2666	837767.6243499998	933591.596225	346870.20225
"[orf_trans_mod] PRB1/YEL060C SGDID:S000000786, Chr V from 41953-40046, reverse complement, Verified ORF, ""Vacuolar proteinase B (yscB), a serine protease of the subtilisin family; involved in protein degradation in the vacuole and required for full protein degradation during sporulation"""	4377759.227866667	2914516.90073	2379481.640066666	4321210.06945	5290554.43395	4486925.7884	3106984.878825	4295142.270525	2786821.8999500005	4856712.625025	5578795.772775	5667059.74635	3887356.3341	4311113.6565000005	4622703.9006	5821436.85665	6355487.53715	5655436.7083	5085993.190025	3374224.37575	5172675.8463	2761064.1245666663	4668818.289999999	9022370.16755	3986076.907175	3606750.2404	6054937.772625	6588872.856525	4072780.477425	8077326.611525	5666499.277225	6485986.051375	2430050.8903	6364715.91965	5262217.372749999	5334582.296075	8488474.668125	3890754.7179000005	3541781.2247	3941532.941125	2289098.0647	2218124.80125	4122318.9321	4804856.7326	3478621.514300001	2506595.0047	3542662.0992	2947313.4103	4301595.585725	5203681.470900001	1288355.9799666663	3176955.65095	2729460.40205	5157429.251625	3916106.910875	4531459.297475	5332455.4386	5081778.781325	6143727.327175002	1845823.235475	6448615.1579749985	6103382.607975	3297707.256275	5466383.938224998	6897151.46455	2389165.351425	4199511.795275	4408399.04305	2050297.203425	5217738.0439	3417559.576666666	2937473.55485	3858692.165575	3359441.0152000007	3938825.5724333324	2728568.879333333	4727260.9268	4935611.469025	4463533.783333334	3162398.130525	3415523.173566667	3135161.5140666664	3442012.925975	2636928.5224749995	4193458.144425	3532904.305975	3135727.55015	2045374.650525	2504697.95715	3192744.579575001	3063953.181425	3892395.5288	2593180.51195	2838957.2638	4094527.3701	4359379.479775	2605330.4679	4141803.06675	4261207.18175	3266990.2029	4430938.806166667	2211467.6451	6149982.608425	4596158.170625	5017726.566424998	4195915.044925	3644281.81655
"[orf_trans_mod] CIN8/YEL061C SGDID:S000000787, Chr V from 39537-36535, reverse complement, Verified ORF, ""Kinesin motor protein involved in mitotic spindle assembly and chromosome segregation"""	5881109.73076	8020865.162766667	8254525.22965	7913186.794575	10165740.365825	10483408.08255	10762698.72315	11913085.771925	2770830.649075	14508904.08215	13906964.08375	8560419.226400001	3159663.765633333	4788381.72625	3174818.974066667	12903904.4044	14024381.9899	3497480.8859750004	8517430.698325	9878686.718375	10360293.191075	9917878.6351	9250211.584425	8013462.275275	12069753.75633333	11799079.779225	11267676.900875	12671356.95955	14271600.660166666	11628900.00895	9012836.10645	16655499.043133333	8169580.604625	6545307.8809750015	10847785.7032	16214140.1038	13116878.12335	2719518.649825	7164103.161675	10648391.136774998	8828573.09605	7986781.253275	1210783.1088	7934032.38285	9093588.642125	3618782.179375	6888616.477625001	3185989.735325	8146565.657875001	1738106.2233000004	10359846.292575	5093639.4221250005	6793984.768675	3919152.67005	3254529.8232	9855481.079233332	8884784.31765	5070864.051525	4478190.495774998	10664785.481524998	5338480.724075002	5631606.6081	8610354.74065	8424910.953625001	8712714.211125	3879031.379775	5077269.2855	10178157.786025	3619032.95315	3446932.371500001	10279126.412125	8921591.8095	4452653.985575	7985926.189874998	2942137.23685	8868411.560925	9672499.8549	8034679.317049999	9178497.034275	9272733.509375	7057888.708600001	2790557.2992	7926654.671875	6249009.6891	4032731.643025	10557182.324475	10643358.4476	9100464.608875	6880225.696625	9517839.342	5367099.051675	12492813.98225	8022952.582549999	6613416.922800002	8256655.0958	11407526.4021	1382554.8590333334	2872413.6093	2395162.074275	2991447.340525	1221195.1857333332	2451780.300975	3981923.6274	4430187.2773	3440398.1012	5756590.469900001	1874546.341166667
"[orf_trans_mod] DLD3/YEL071W SGDID:S000000797, Chr V from 16355-17845, Verified ORF, ""D-lactate dehydrogenase, part of the retrograde regulon which consists of genes whose expression is stimulated by damage to mitochondria and reduced in cells grown with glutamate as the sole nitrogen source, located in the cytoplasm"""	4070637.80527	3663272.17111	3209627.038125	4626810.130575	4922102.87775	3395753.049475	3121004.99025	3687148.192125	9916805.98195	2504450.74135	2607054.6127	2664384.5834666663	11887871.165625	3878972.356825	10612000.496925	4181845.15555	2742135.573175	13397273.49	3635870.64325	3566318.071275	2973611.108875	4858383.949125	2305647.5124	2930206.857525	3517882.8912000004	7208575.231199998	2017758.16295	3142596.239225	4389291.8732	2497501.017275	2420908.617275	3573058.69175	3132346.5115250004	6982962.031725	4562632.49525	3413995.917225	3421704.515275	16465886.50055	3507577.88245	5335700.704	3602475.952825	3338308.56635	16241706.66855	3378648.416975	4426669.02455	16306193.59525	3877857.39345	14086414.1686	6770437.182999999	13077335.406225	3911920.2339	16684167.492575	3787684.176325	2599909.474725	6071499.540124998	3966239.903525	2918319.33465	5410650.274475	17171625.257425	3507265.030225	12950320.289374998	17293466.2952	5359359.872925	5599812.023425	2815475.8477	18700856.5071	3708555.612575	4950871.709275	19361107.927975006	17527552.1403	7509694.2182	2100466.40785	21442522.763925	1805385.404275	13336896.5836	3123829.6086750007	4680198.882875	2408441.402825	5656231.293300001	5147340.533575	4353905.30105	1688906.3137	1864256.0411333328	2084783.0932	7283456.397225	3398963.467975	2705559.759666667	6624006.289325	17440076.180999998	4029163.528075	16509809.8873	1938964.8471	2452571.027175	11572503.2122	6803445.483875001	3118358.15925	9066330.359700002	4645261.453175	12389752.176975	5488534.251875	9317959.1941	12008232.262874998	7926786.65725	3375900.5516	12047493.1995	8281948.734175	10786152.660175
